"Step","_name_or_path: bert-large-uncased - eval/P_err","_name_or_path: bert-large-uncased - eval/P_err__MIN","_name_or_path: bert-large-uncased - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.539043450390794","0.5290674990245805","0.5513070620366758","0.5662089727711933","0.5558923834785904","0.5851183765501691","0.5948682397017249","0.581832419733751","0.6059305501365587","0.6567139868577317","0.6433046202036021","0.667186890362856","0.7615294576667967","0.7561451424112369","0.7698010144362075"
"3","0.539043450390794","0.5290674990245805","0.5513070620366758","0.5662089727711933","0.5558923834785904","0.5851183765501691","0.5948682397017249","0.581832419733751","0.6059305501365587","0.6567139868577317","0.6433046202036021","0.667186890362856","0.7615294576667967","0.7561451424112369","0.7698010144362075"
"6","0.5320292448081495","0.5266295707472177","0.5417329093799682","0.5651256538628443","0.5572896840502475","0.5717548534449943","0.5929830900419135","0.584658187599364","0.6029411764705883","0.6591274152633179","0.6438087774294671","0.6709062003179651","0.7677265500794912","0.7599364069952306","0.7746422893481717"
"7","0.5320292448081495","0.5266295707472177","0.5417329093799682","0.5651256538628443","0.5572896840502475","0.5717548534449943","0.5929830900419135","0.584658187599364","0.6029411764705883","0.6591274152633179","0.6438087774294671","0.6709062003179651","0.7677265500794912","0.7599364069952306","0.7746422893481717"
"10","0.5211828771517573","0.5099681020733653","0.534688995215311","0.5636793332755309","0.5566932119833143","0.5722411831626848","0.5910777273629072","0.5845295055821371","0.5980861244019139","0.652005086147591","0.636762360446571","0.6607431340872375","0.7646730462519936","0.7599681020733653","0.7739234449760766"
"11","0.5211828771517573","0.5099681020733653","0.534688995215311","0.5636793332755309","0.5566932119833143","0.5722411831626848","0.5910777273629072","0.5845295055821371","0.5980861244019139","0.652005086147591","0.636762360446571","0.6607431340872375","0.7646730462519936","0.7599681020733653","0.7739234449760766"
"14","0.5227953260879765","0.5153964588144726","0.5292961069602831","0.554576287279818","0.5364906832298137","0.5630126771066368","0.5892515099034104","0.5831408775981524","0.596612779060816","0.6595501485307219","0.6464805348014157","0.6728252501924558","0.7660508083140878","0.7586605080831409","0.7732871439568899"
"15","0.5227953260879765","0.5153964588144726","0.5292961069602831","0.554576287279818","0.5364906832298137","0.5630126771066368","0.5892515099034104","0.5831408775981524","0.596612779060816","0.6595501485307219","0.6464805348014157","0.6728252501924558","0.7660508083140878","0.7586605080831409","0.7732871439568899"
"18","0.5172398401983744","0.5094117647058823","0.5215686274509803","0.5453501354352003","0.5376999238385377","0.5527217358203274","0.5842439270790283","0.57416081186573","0.5976470588235294","0.6549994948799192","0.6463700234192038","0.6631372549019607","0.7603137254901962","0.7513725490196078","0.7662745098039215"
"19","0.5172398401983744","0.5094117647058823","0.5215686274509803","0.5453501354352003","0.5376999238385377","0.5527217358203274","0.5842439270790283","0.57416081186573","0.5976470588235294","0.6549994948799192","0.6463700234192038","0.6631372549019607","0.7603137254901962","0.7513725490196078","0.7662745098039215"
