"Step","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.5944615623122687","0.5650485436893204","0.6116504854368932","0.623062381852552","0.5746691871455576","0.6635160680529301","0.6696889715714202","0.6446601941747573","0.6946107784431137","0.764272211720227","0.7542533081285444","0.774102079395085"
"3","0.5944615623122687","0.5650485436893204","0.6116504854368932","0.623062381852552","0.5746691871455576","0.6635160680529301","0.6696889715714202","0.6446601941747573","0.6946107784431137","0.764272211720227","0.7542533081285444","0.774102079395085"
"6","0.6299641654234786","0.6225296442687747","0.6420233463035019","0.629056603773585","0.6113207547169811","0.6566037735849057","0.695035450085357","0.6809338521400778","0.7055335968379446","0.7606523955147808","0.7482161060142711","0.7767584097859327"
"7","0.6299641654234786","0.6225296442687747","0.6420233463035019","0.629056603773585","0.6113207547169811","0.6566037735849057","0.695035450085357","0.6809338521400778","0.7055335968379446","0.7606523955147808","0.7482161060142711","0.7767584097859327"
"10","0.6167066210045663","0.5909980430528377","0.6301369863013699","0.602621722846442","0.5898876404494382","0.6217228464419475","0.6741536203522506","0.6458333333333333","0.7005870841487281","0.7582775119617224","0.75311004784689","0.769377990430622"
"11","0.6167066210045663","0.5909980430528377","0.6301369863013699","0.602621722846442","0.5898876404494382","0.6217228464419475","0.6741536203522506","0.6458333333333333","0.7005870841487281","0.7582775119617224","0.75311004784689","0.769377990430622"
"14","0.5751978742650385","0.5447761194029851","0.6117424242424243","0.5985157699443414","0.5881261595547309","0.6178107606679035","0.6494629127091814","0.6343283582089552","0.6666666666666667","0.7627599243856332","0.7391304347826086","0.77882797731569"
"15","0.5751978742650385","0.5447761194029851","0.6117424242424243","0.5985157699443414","0.5881261595547309","0.6178107606679035","0.6494629127091814","0.6343283582089552","0.6666666666666667","0.7627599243856332","0.7391304347826086","0.77882797731569"
"18","0.5515267689529255","0.5250501002004009","0.5830039525691699","0.585242718446602","0.5592233009708738","0.625242718446602","0.6268956886104224","0.6092184368737474","0.6462450592885376","0.7606773283160866","0.7450611476952023","0.7826904985888994"
"19","0.5515267689529255","0.5250501002004009","0.5830039525691699","0.585242718446602","0.5592233009708738","0.625242718446602","0.6268956886104224","0.6092184368737474","0.6462450592885376","0.7606773283160866","0.7450611476952023","0.7826904985888994"
"22","0.5431840515566796","0.5124282982791587","0.5737051792828685","0.5845342706502636","0.5553602811950791","0.6203866432337435","0.6413413268531991","0.6137667304015296","0.6633466135458168","0.7540138751238851","0.7353815659068385","0.77601585728444"
"23","0.5431840515566796","0.5124282982791587","0.5737051792828685","0.5845342706502636","0.5553602811950791","0.6203866432337435","0.6413413268531991","0.6137667304015296","0.6633466135458168","0.7540138751238851","0.7353815659068385","0.77601585728444"
"26","0.5297356366575852","0.515748031496063","0.5532319391634981","0.5859778597785977","0.551660516605166","0.6143911439114391","0.6274931888266819","0.6023622047244095","0.6539923954372624","0.7543026706231453","0.7270029673590505","0.7705242334322453"
"27","0.5297356366575852","0.515748031496063","0.5532319391634981","0.5859778597785977","0.551660516605166","0.6143911439114391","0.6274931888266819","0.6023622047244095","0.6539923954372624","0.7543026706231453","0.7270029673590505","0.7705242334322453"
"30","0.5596160123978059","0.551594746716698","0.5755258126195029","0.5845871559633027","0.5614678899082568","0.6311926605504588","0.6526339956736823","0.6172607879924953","0.6673040152963672","0.748436018957346","0.7412322274881517","0.7582938388625593"
"31","0.5596160123978059","0.551594746716698","0.5755258126195029","0.5845871559633027","0.5614678899082568","0.6311926605504588","0.6526339956736823","0.6172607879924953","0.6673040152963672","0.748436018957346","0.7412322274881517","0.7582938388625593"
"34","0.5257262810363368","0.47912524850894633","0.5568862275449102","0.5646833013435701","0.5393474088291746","0.5930902111324377","0.6361273476903053","0.5924453280318092","0.6626746506986028","0.7544090056285178","0.724202626641651","0.7879924953095685"
"35","0.5257262810363368","0.47912524850894633","0.5568862275449102","0.5646833013435701","0.5393474088291746","0.5930902111324377","0.6361273476903053","0.5924453280318092","0.6626746506986028","0.7544090056285178","0.724202626641651","0.7879924953095685"
"38","0.5261855595010471","0.47809523809523813","0.5717017208413002","0.567741935483871","0.5519713261648745","0.5896057347670252","0.6299706819630339","0.5847619047619048","0.6845124282982792","0.749335863377609","0.7210626185958254","0.7628083491461101"
"39","0.5261855595010471","0.47809523809523813","0.5717017208413002","0.567741935483871","0.5519713261648745","0.5896057347670252","0.6299706819630339","0.5847619047619048","0.6845124282982792","0.749335863377609","0.7210626185958254","0.7628083491461101"
"42","0.5019655813669899","0.48289738430583506","0.5189393939393939","0.5409181636726548","0.5069860279441119","0.5708582834331337","0.6137971770014023","0.5995975855130784","0.6420454545454546","0.7384916748285993","0.7247796278158668","0.7600391772771793"
"43","0.5019655813669899","0.48289738430583506","0.5189393939393939","0.5409181636726548","0.5069860279441119","0.5708582834331337","0.6137971770014023","0.5995975855130784","0.6420454545454546","0.7384916748285993","0.7247796278158668","0.7600391772771793"
"46","0.5107121965486985","0.48669201520912553","0.5384615384615384","0.5276051188299818","0.5082266910420475","0.5393053016453382","0.6180125767768353","0.591254752851711","0.6482889733840305","0.7340720221606649","0.7100646352723915","0.752539242843952"
"47","0.5107121965486985","0.48669201520912553","0.5384615384615384","0.5276051188299818","0.5082266910420475","0.5393053016453382","0.6180125767768353","0.591254752851711","0.6482889733840305","0.7340720221606649","0.7100646352723915","0.752539242843952"
"50","0.49945051832549703","0.49100719424460426","0.515748031496063","0.5369202226345083","0.5176252319109462","0.575139146567718","0.6103495156630602","0.5881294964028777","0.6299212598425197","0.7211610486891387","0.7106741573033708","0.7303370786516854"
"51","0.49945051832549703","0.49100719424460426","0.515748031496063","0.5369202226345083","0.5176252319109462","0.575139146567718","0.6103495156630602","0.5881294964028777","0.6299212598425197","0.7211610486891387","0.7106741573033708","0.7303370786516854"
"54","0.4890866478720152","0.46092184368737477","0.5084745762711864","0.5095588235294117","0.4650735294117647","0.5386029411764706","0.5937426642361936","0.5671342685370742","0.6252354048964218","0.7095703125","0.69140625","0.724609375"
"55","0.4890866478720152","0.46092184368737477","0.5084745762711864","0.5095588235294117","0.4650735294117647","0.5386029411764706","0.5937426642361936","0.5671342685370742","0.6252354048964218","0.7095703125","0.69140625","0.724609375"
"58","0.4848590441621295","0.4463157894736842","0.5402298850574713","0.5328358208955223","0.5","0.5727611940298507","0.5811945956846138","0.5440613026819923","0.6021052631578947","0.7062264150943396","0.6962264150943396","0.7188679245283018"
"59","0.4848590441621295","0.4463157894736842","0.5402298850574713","0.5328358208955223","0.5","0.5727611940298507","0.5811945956846138","0.5440613026819923","0.6021052631578947","0.7062264150943396","0.6962264150943396","0.7188679245283018"
"62","0.5076719324656518","0.45841035120147877","0.5584192439862543","0.5053892215568863","0.47904191616766467","0.5508982035928144","0.6208415115193323","0.5637707948243993","0.6597938144329897","0.701669758812616","0.6855287569573284","0.7272727272727273"
