"Step","_name_or_path: bert-large-uncased - eval/P_err","_name_or_path: bert-large-uncased - eval/P_err__MIN","_name_or_path: bert-large-uncased - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.9261495021284653","0.9158531823506443","0.9344374754998039","0.9237935725614369","0.9216488956587967","0.9272313814667424","0.9333133709193062","0.9301054275673565","0.9370363139398672","0.9081249958863398","0.9040572324578596","0.9114603670441234","0.9251835840536001","0.9225793806350451","0.9275673565013667"
"3","0.9261495021284653","0.9158531823506443","0.9344374754998039","0.9237935725614369","0.9216488956587967","0.9272313814667424","0.9333133709193062","0.9301054275673565","0.9370363139398672","0.9081249958863398","0.9040572324578596","0.9114603670441234","0.9251835840536001","0.9225793806350451","0.9275673565013667"
"6","0.9163885087622703","0.9092237265023863","0.9208142592772962","0.918945746038067","0.9164988975170166","0.9230769230769231","0.9166721768225011","0.9114639135093017","0.9211064575825461","0.9072831034351398","0.9031849615272232","0.9105873185935521","0.9234023617094224","0.9198266522210184","0.9261712282068764"
"7","0.9163885087622703","0.9092237265023863","0.9208142592772962","0.918945746038067","0.9164988975170166","0.9230769230769231","0.9166721768225011","0.9114639135093017","0.9211064575825461","0.9072831034351398","0.9031849615272232","0.9105873185935521","0.9234023617094224","0.9198266522210184","0.9261712282068764"
"10","0.9164075074435296","0.9070132417851888","0.9210884353741496","0.9139543244351493","0.9104991394148021","0.9187225090839548","0.9080384685226994","0.9008337420304071","0.9127308066083576","0.9081466981804281","0.9066083576287658","0.9096209912536444","0.9240484698047929","0.9188818048062776","0.9269193391642371"
"11","0.9164075074435296","0.9070132417851888","0.9210884353741496","0.9139543244351493","0.9104991394148021","0.9187225090839548","0.9080384685226994","0.9008337420304071","0.9127308066083576","0.9081466981804281","0.9066083576287658","0.9096209912536444","0.9240484698047929","0.9188818048062776","0.9269193391642371"
"14","0.9097849001098822","0.9023979389615537","0.9167153142634754","0.9132246459049249","0.9119466920514041","0.915468824369348","0.9004494089288066","0.8929845422116528","0.906110138159175","0.9038059542807456","0.9010107015457789","0.9060128429655575","0.9199368610881467","0.9169639318271898","0.9231367970422262"
"15","0.9097849001098822","0.9023979389615537","0.9167153142634754","0.9132246459049249","0.9119466920514041","0.915468824369348","0.9004494089288066","0.8929845422116528","0.906110138159175","0.9038059542807456","0.9010107015457789","0.9060128429655575","0.9199368610881467","0.9169639318271898","0.9231367970422262"
"18","0.9064547146337777","0.8989988221436984","0.9110525288029682","0.9053521449482943","0.9009844755774328","0.9099073277921086","0.897252220642087","0.8929896504588948","0.9032415543839094","0.9032430379170366","0.8970904120289006","0.9088142913231252","0.9190531539569278","0.9165202108963093","0.9228666276117946"
"19","0.9064547146337777","0.8989988221436984","0.9110525288029682","0.9053521449482943","0.9009844755774328","0.9099073277921086","0.897252220642087","0.8929896504588948","0.9032415543839094","0.9032430379170366","0.8970904120289006","0.9088142913231252","0.9190531539569278","0.9165202108963093","0.9228666276117946"
