"Step","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.8126114332840256","0.804361770365619","0.8209348255431205","0.8322499999999999","0.81875","0.83875","0.8351563961469874","0.8306606799230276","0.8406846609611587","0.8642710402044489","0.855035279025016","0.8729955099422707"
"3","0.8126114332840256","0.804361770365619","0.8209348255431205","0.8322499999999999","0.81875","0.83875","0.8351563961469874","0.8306606799230276","0.8406846609611587","0.8642710402044489","0.855035279025016","0.8729955099422707"
"6","0.8167446480425877","0.8119266055045872","0.8272383354350568","0.8274023558586485","0.8214507129572226","0.8326100433973962","0.8356509034656124","0.8237221494102228","0.8404791929382094","0.8670866808030292","0.8587641866330391","0.8783102143757882"
"7","0.8167446480425877","0.8119266055045872","0.8272383354350568","0.8274023558586485","0.8214507129572226","0.8326100433973962","0.8356509034656124","0.8237221494102228","0.8404791929382094","0.8670866808030292","0.8587641866330391","0.8783102143757882"
"10","0.7925693613540121","0.7777057679844459","0.8123803446075303","0.8229074889867842","0.7986154814348647","0.8376337319068596","0.8225201322976605","0.8066368857689853","0.8353541799617102","0.8589603044980294","0.8496435515230072","0.8749202297383536"
"11","0.7925693613540121","0.7777057679844459","0.8123803446075303","0.8229074889867842","0.7986154814348647","0.8376337319068596","0.8225201322976605","0.8066368857689853","0.8353541799617102","0.8589603044980294","0.8496435515230072","0.8749202297383536"
"14","0.7769769059034514","0.7640449438202247","0.8045602605863192","0.8187041564792177","0.8037897310513448","0.8294621026894866","0.8111588527370103","0.8058676654182272","0.8254071661237785","0.8543632348814796","0.8445692883895131","0.8644951140065147"
"15","0.7769769059034514","0.7640449438202247","0.8045602605863192","0.8187041564792177","0.8037897310513448","0.8294621026894866","0.8111588527370103","0.8058676654182272","0.8254071661237785","0.8543632348814796","0.8445692883895131","0.8644951140065147"
"18","0.7596480621828781","0.7401273885350319","0.7762711864406779","0.8102922490470139","0.7992376111817027","0.8284625158831004","0.79492950448019","0.7789830508474576","0.8108280254777069","0.849371477922919","0.831864406779661","0.8662420382165605"
"19","0.7596480621828781","0.7401273885350319","0.7762711864406779","0.8102922490470139","0.7992376111817027","0.8284625158831004","0.79492950448019","0.7789830508474576","0.8108280254777069","0.849371477922919","0.831864406779661","0.8662420382165605"
"22","0.7700852539790592","0.7564102564102564","0.7806573957016435","0.7987812309567337","0.7909811090798293","0.8129189518586228","0.809604201108626","0.7929487179487179","0.8268015170670038","0.8642174786865052","0.8538461538461538","0.8711538461538462"
"23","0.7700852539790592","0.7564102564102564","0.7806573957016435","0.7987812309567337","0.7909811090798293","0.8129189518586228","0.809604201108626","0.7929487179487179","0.8268015170670038","0.8642174786865052","0.8538461538461538","0.8711538461538462"
"26","0.757479145352955","0.7391857506361323","0.7757731958762887","0.7957816377171215","0.78287841191067","0.8101736972704715","0.7999232706382309","0.7868956743002544","0.8125","0.8569449909498703","0.844147582697201","0.8698453608247423"
"27","0.757479145352955","0.7391857506361323","0.7757731958762887","0.7957816377171215","0.78287841191067","0.8101736972704715","0.7999232706382309","0.7868956743002544","0.8125","0.8569449909498703","0.844147582697201","0.8698453608247423"
"30","0.7538036360771855","0.7405778894472361","0.759634225996081","0.7837064676616915","0.7779850746268657","0.792910447761194","0.7971834187265525","0.789572864321608","0.8103015075376885","0.8554158775589246","0.8484650555192684","0.8655778894472361"
"31","0.7538036360771855","0.7405778894472361","0.759634225996081","0.7837064676616915","0.7779850746268657","0.792910447761194","0.7971834187265525","0.789572864321608","0.8103015075376885","0.8554158775589246","0.8484650555192684","0.8655778894472361"
"34","0.7480347976396008","0.7252396166134185","0.7662508207485227","0.7849196538936958","0.7731767614338689","0.8034610630407911","0.7967740649760121","0.789776357827476","0.8220617202889035","0.8551050453221005","0.8498402555910542","0.8640840446487197"
"35","0.7480347976396008","0.7252396166134185","0.7662508207485227","0.7849196538936958","0.7731767614338689","0.8034610630407911","0.7967740649760121","0.789776357827476","0.8220617202889035","0.8551050453221005","0.8498402555910542","0.8640840446487197"
"38","0.7470266178011246","0.7258370183196463","0.7580543272267846","0.7736222910216719","0.756656346749226","0.7845201238390093","0.797567107577214","0.7826910928616551","0.8145738451528952","0.8478019753636454","0.837650031585597","0.8529603122966818"
"39","0.7470266178011246","0.7258370183196463","0.7580543272267846","0.7736222910216719","0.756656346749226","0.7845201238390093","0.797567107577214","0.7826910928616551","0.8145738451528952","0.8478019753636454","0.837650031585597","0.8529603122966818"
"42","0.7428901802075474","0.7334605597964376","0.7567394094993581","0.7779040404040404","0.7575757575757576","0.7910353535353536","0.7920152737083819","0.787531806615776","0.7997432605905006","0.8534604291402497","0.8422391857506362","0.8658536585365854"
"43","0.7428901802075474","0.7334605597964376","0.7567394094993581","0.7779040404040404","0.7575757575757576","0.7910353535353536","0.7920152737083819","0.787531806615776","0.7997432605905006","0.8534604291402497","0.8422391857506362","0.8658536585365854"
"46","0.7424634139739302","0.7182919056724029","0.7619047619047619","0.7662255828607435","0.7586641461877757","0.77882797731569","0.797568970226714","0.7947737412364564","0.7998725302740599","0.8426056485329909","0.8406628425748884","0.8457616316124921"
"47","0.7424634139739302","0.7182919056724029","0.7619047619047619","0.7662255828607435","0.7586641461877757","0.77882797731569","0.797568970226714","0.7947737412364564","0.7998725302740599","0.8426056485329909","0.8406628425748884","0.8457616316124921"
"50","0.7425290329338724","0.7186147186147186","0.7674267100977199","0.7743016759776536","0.7653631284916201","0.7932960893854748","0.7951698061516581","0.7662337662337663","0.8136807817589576","0.842338266665861","0.8268398268398268","0.8559059987631417"
"51","0.7425290329338724","0.7186147186147186","0.7674267100977199","0.7743016759776536","0.7653631284916201","0.7932960893854748","0.7951698061516581","0.7662337662337663","0.8136807817589576","0.842338266665861","0.8268398268398268","0.8559059987631417"
"54","0.7279627640529897","0.7161989795918368","0.7391581632653061","0.7737584304107908","0.7621091354996934","0.786020846106683","0.7836658445054435","0.7716836734693877","0.8050682261208577","0.8316751700680273","0.8227040816326531","0.838856400259909"
"55","0.7279627640529897","0.7161989795918368","0.7391581632653061","0.7737584304107908","0.7621091354996934","0.786020846106683","0.7836658445054435","0.7716836734693877","0.8050682261208577","0.8316751700680273","0.8227040816326531","0.838856400259909"
"58","0.7315899247141928","0.72","0.7430058555627846","0.7686850152905198","0.745565749235474","0.7859327217125383","0.7826476231785275","0.7701587301587302","0.8093689004554326","0.8311796015738763","0.8222222222222222","0.8387301587301588"
"59","0.7315899247141928","0.72","0.7430058555627846","0.7686850152905198","0.745565749235474","0.7859327217125383","0.7826476231785275","0.7701587301587302","0.8093689004554326","0.8311796015738763","0.8222222222222222","0.8387301587301588"
"62","0.7252479664130149","0.7132686084142394","0.7508090614886731","0.7413901064495929","0.7307451471509079","0.7645585472761428","0.7740846468505083","0.7624135763670647","0.798705501618123","0.8264598398353197","0.8164676304211188","0.8362459546925567"
"63","0.7252479664130149","0.7132686084142394","0.7508090614886731","0.7413901064495929","0.7307451471509079","0.7645585472761428","0.7740846468505083","0.7624135763670647","0.798705501618123","0.8264598398353197","0.8164676304211188","0.8362459546925567"
"66","0.7160808725133497","0.7127178825048419","0.7192052980132451","0.7629491945477075","0.748451053283767","0.7936802973977695","0.7691744727425085","0.7596026490066226","0.785430463576159","0.8232142933488387","0.8026490066225166","0.8340865074241446"
"67","0.7160808725133497","0.7127178825048419","0.7192052980132451","0.7629491945477075","0.748451053283767","0.7936802973977695","0.7691744727425085","0.7596026490066226","0.785430463576159","0.8232142933488387","0.8026490066225166","0.8340865074241446"
"70","0.7273747099195181","0.7131782945736433","0.740764331210191","0.7454314720812182","0.7385786802030456","0.758248730964467","0.7680139567800655","0.7515923566878981","0.7764331210191082","0.8221231422505308","0.8114649681528663","0.8339793281653747"
"71","0.7273747099195181","0.7131782945736433","0.740764331210191","0.7454314720812182","0.7385786802030456","0.758248730964467","0.7680139567800655","0.7515923566878981","0.7764331210191082","0.8221231422505308","0.8114649681528663","0.8339793281653747"
"74","0.7188757328239246","0.7032894736842106","0.7302631578947368","0.7513949163050218","0.7340359578425295","0.7718536887786733","0.7694300441341151","0.756578947368421","0.7914473684210526","0.8233762597984322","0.8092105263157895","0.8289473684210527"
"75","0.7188757328239246","0.7032894736842106","0.7302631578947368","0.7513949163050218","0.7340359578425295","0.7718536887786733","0.7694300441341151","0.756578947368421","0.7914473684210526","0.8233762597984322","0.8092105263157895","0.8289473684210527"
"78","0.7188507864736569","0.6991607488702389","0.738471673254282","0.7523461304082876","0.7324801950030468","0.7623400365630713","0.7598122295739271","0.7443511943189154","0.7700922266139658","0.8185021404433648","0.8063266623628147","0.8346508563899868"
"79","0.7188507864736569","0.6991607488702389","0.738471673254282","0.7523461304082876","0.7324801950030468","0.7623400365630713","0.7598122295739271","0.7443511943189154","0.7700922266139658","0.8185021404433648","0.8063266623628147","0.8346508563899868"
"82","0.7257106563251933","0.70822454308094","0.7395833333333333","0.7473684210526317","0.7219814241486069","0.756656346749226","0.7700078073004658","0.7565274151436031","0.78125","0.8247456227921978","0.8139686684073106","0.8388480392156863"
"83","0.7257106563251933","0.70822454308094","0.7395833333333333","0.7473684210526317","0.7219814241486069","0.756656346749226","0.7700078073004658","0.7565274151436031","0.78125","0.8247456227921978","0.8139686684073106","0.8388480392156863"
