"Step","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.7136640706558391","0.6947867298578199","0.732943469785575","0.7350553505535056","0.7149446494464944","0.7518450184501845","0.7613427196215922","0.7327014218009479","0.7807017543859649","0.8100697504688525","0.7848341232227488","0.8255924170616113"
"3","0.7136640706558391","0.6947867298578199","0.732943469785575","0.7350553505535056","0.7149446494464944","0.7518450184501845","0.7613427196215922","0.7327014218009479","0.7807017543859649","0.8100697504688525","0.7848341232227488","0.8255924170616113"
"6","0.7147865784327103","0.6964285714285714","0.7371031746031746","0.7311627906976745","0.718139534883721","0.7404651162790697","0.7599894255696548","0.7459407831900668","0.7718253968253969","0.8162209487424386","0.8022922636103151","0.8214285714285714"
"7","0.7147865784327103","0.6964285714285714","0.7371031746031746","0.7311627906976745","0.718139534883721","0.7404651162790697","0.7599894255696548","0.7459407831900668","0.7718253968253969","0.8162209487424386","0.8022922636103151","0.8214285714285714"
"10","0.6989178425330234","0.6886341929321872","0.7163323782234957","0.7282746160794942","0.7244805781391147","0.7344173441734417","0.7366641437350201","0.7056603773584906","0.7509433962264151","0.81567605557658","0.8080229226361031","0.8226415094339623"
"11","0.6989178425330234","0.6886341929321872","0.7163323782234957","0.7282746160794942","0.7244805781391147","0.7344173441734417","0.7366641437350201","0.7056603773584906","0.7509433962264151","0.81567605557658","0.8080229226361031","0.8226415094339623"
"14","0.6745868055301962","0.6514869888475836","0.7013752455795678","0.7317757009345793","0.7130841121495327","0.7598130841121495","0.7297562097852046","0.7044609665427509","0.7475442043222004","0.8062999832019925","0.7927509293680297","0.8182711198428291"
"15","0.6745868055301962","0.6514869888475836","0.7013752455795678","0.7317757009345793","0.7130841121495327","0.7598130841121495","0.7297562097852046","0.7044609665427509","0.7475442043222004","0.8062999832019925","0.7927509293680297","0.8182711198428291"
"18","0.649041803150093","0.6168401135288553","0.6844221105527638","0.7002801120448179","0.676937441643324","0.7292250233426705","0.7103551817745302","0.6792809839167455","0.7447236180904523","0.8050158075143932","0.7871333964049196","0.8170854271356784"
"19","0.649041803150093","0.6168401135288553","0.6844221105527638","0.7002801120448179","0.676937441643324","0.7292250233426705","0.7103551817745302","0.6792809839167455","0.7447236180904523","0.8050158075143932","0.7871333964049196","0.8170854271356784"
"22","0.6545199703976138","0.6335583413693346","0.6715116279069768","0.6895306859205776","0.6750902527075813","0.7084837545126355","0.7142196108332772","0.6962391513982642","0.7344961240310077","0.8050376383874175","0.7926711668273867","0.8187984496124031"
"23","0.6545199703976138","0.6335583413693346","0.6715116279069768","0.6895306859205776","0.6750902527075813","0.7084837545126355","0.7142196108332772","0.6962391513982642","0.7344961240310077","0.8050376383874175","0.7926711668273867","0.8187984496124031"
"26","0.6304824561403509","0.5992063492063492","0.6569200779727096","0.6923512747875353","0.6751652502360718","0.7072710103871577","0.7120996936786411","0.6934523809523809","0.723196881091618","0.8015803397382344","0.7896825396825397","0.8134920634920635"
"27","0.6304824561403509","0.5992063492063492","0.6569200779727096","0.6923512747875353","0.6751652502360718","0.7072710103871577","0.7120996936786411","0.6934523809523809","0.723196881091618","0.8015803397382344","0.7896825396825397","0.8134920634920635"
"30","0.638007832155593","0.6161806208842897","0.6528692380056444","0.6670401493930905","0.6451914098972922","0.7049486461251167","0.7141199399097187","0.6952022577610536","0.7337723424270931","0.8016960554814151","0.7920978363123237","0.8071705426356589"
"31","0.638007832155593","0.6161806208842897","0.6528692380056444","0.6670401493930905","0.6451914098972922","0.7049486461251167","0.7141199399097187","0.6952022577610536","0.7337723424270931","0.8016960554814151","0.7920978363123237","0.8071705426356589"
"34","0.6189946481031683","0.5905044510385757","0.6410767696909272","0.6747628083491461","0.6717267552182163","0.6764705882352942","0.7102713619773715","0.6829511465603191","0.744765702891326","0.8074780603787056","0.7896311066799602","0.8160237388724035"
"35","0.6189946481031683","0.5905044510385757","0.6410767696909272","0.6747628083491461","0.6717267552182163","0.6764705882352942","0.7102713619773715","0.6829511465603191","0.744765702891326","0.8074780603787056","0.7896311066799602","0.8160237388724035"
"38","0.6376922937869448","0.6168224299065421","0.648936170212766","0.6703737465815862","0.659070191431176","0.683682771194166","0.7182443645040582","0.6971962616822429","0.7427466150870405","0.793032773549775","0.7672897196261682","0.8075435203094777"
"39","0.6376922937869448","0.6168224299065421","0.648936170212766","0.6703737465815862","0.659070191431176","0.683682771194166","0.7182443645040582","0.6971962616822429","0.7427466150870405","0.793032773549775","0.7672897196261682","0.8075435203094777"
"42","0.624351342915934","0.6113243761996161","0.6407010710808179","0.6636534839924669","0.6412429378531073","0.6760828625235404","0.7054869763973484","0.6833013435700576","0.7205452775073029","0.7952065816056682","0.7869481765834933","0.8111002921129503"
"43","0.624351342915934","0.6113243761996161","0.6407010710808179","0.6636534839924669","0.6412429378531073","0.6760828625235404","0.7054869763973484","0.6833013435700576","0.7205452775073029","0.7952065816056682","0.7869481765834933","0.8111002921129503"
"46","0.6195679545866811","0.5954415954415955","0.6582397003745318","0.6395948434622468","0.6261510128913443","0.6500920810313076","0.7066898214838291","0.6847103513770181","0.7169990503323836","0.783004150794413","0.7730294396961064","0.7958214624881291"
"47","0.6195679545866811","0.5954415954415955","0.6582397003745318","0.6395948434622468","0.6261510128913443","0.6500920810313076","0.7066898214838291","0.6847103513770181","0.7169990503323836","0.783004150794413","0.7730294396961064","0.7958214624881291"
"50","0.629282236796711","0.6175663311985362","0.6464250734573946","0.648015122873346","0.6351606805293006","0.6644612476370511","0.7133640932906673","0.6999085086916743","0.7355901189387009","0.7851321695447748","0.7813357731015553","0.7923604309500489"
"51","0.629282236796711","0.6175663311985362","0.6464250734573946","0.648015122873346","0.6351606805293006","0.6644612476370511","0.7133640932906673","0.6999085086916743","0.7355901189387009","0.7851321695447748","0.7813357731015553","0.7923604309500489"
