"Step","_name_or_path: bert-large-uncased - eval/P_err","_name_or_path: bert-large-uncased - eval/P_err__MIN","_name_or_path: bert-large-uncased - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"2","0.6929114434800159","0.6814500578480525","0.6986116467412264","0.7023288882924469","0.6954477050413845","0.708051166290444","0.7000101656728516","0.6980839945809948","0.7011183956806788","0.7472850749486996","0.739105283455457","0.7570381797146163","0.8164869524484605","0.8139220979560355","0.8206710374084072"
"3","0.6929114434800159","0.6814500578480525","0.6986116467412264","0.7023288882924469","0.6954477050413845","0.708051166290444","0.7000101656728516","0.6980839945809948","0.7011183956806788","0.7472850749486996","0.739105283455457","0.7570381797146163","0.8164869524484605","0.8139220979560355","0.8206710374084072"
"6","0.6745599857915345","0.6638688268592621","0.6796798750731994","0.6877758818137488","0.6797385620915033","0.6945503048780488","0.6920622360771418","0.6814366582080812","0.6956861214132344","0.7418708929610577","0.7380485893416928","0.7462424360726136","0.8157549899433192","0.814171383954714","0.8191614420062696"
"7","0.6745599857915345","0.6638688268592621","0.6796798750731994","0.6877758818137488","0.6797385620915033","0.6945503048780488","0.6920622360771418","0.6814366582080812","0.6956861214132344","0.7418708929610577","0.7380485893416928","0.7462424360726136","0.8157549899433192","0.814171383954714","0.8191614420062696"
"10","0.6692792173915096","0.6627101879327398","0.6775469831849654","0.6853610276539005","0.6780412569886254","0.6963562753036437","0.6903806340280777","0.6803898170246618","0.6979228486646885","0.7412776876789681","0.7330946698488465","0.7467853610286845","0.8179292460736198","0.8120672601384767","0.8229475766567755"
"11","0.6692792173915096","0.6627101879327398","0.6775469831849654","0.6853610276539005","0.6780412569886254","0.6963562753036437","0.6903806340280777","0.6803898170246618","0.6979228486646885","0.7412776876789681","0.7330946698488465","0.7467853610286845","0.8179292460736198","0.8120672601384767","0.8229475766567755"
"14","0.6721949698555985","0.6539758080507634","0.6839884947267498","0.6929108868820242","0.6846743295019158","0.7111277632071937","0.6936035692279379","0.6785643466190759","0.7037392138063279","0.750479019454741","0.7368629783858814","0.7583892617449665","0.8226800807399606","0.8161808447352766","0.8297219558964526"
"15","0.6721949698555985","0.6539758080507634","0.6839884947267498","0.6929108868820242","0.6846743295019158","0.7111277632071937","0.6936035692279379","0.6785643466190759","0.7037392138063279","0.750479019454741","0.7368629783858814","0.7583892617449665","0.8226800807399606","0.8161808447352766","0.8297219558964526"
"18","0.6626831707899467","0.6486113846759898","0.6705837025621267","0.6739643587388013","0.6653155761436016","0.6871350536824261","0.6865350770167924","0.6755958243056923","0.6923521479483722","0.7443367440966048","0.7303525704155998","0.7549605085725294","0.8154530801651484","0.8077604884774473","0.8223848969370063"
"19","0.6626831707899467","0.6486113846759898","0.6705837025621267","0.6739643587388013","0.6653155761436016","0.6871350536824261","0.6865350770167924","0.6755958243056923","0.6923521479483722","0.7443367440966048","0.7303525704155998","0.7549605085725294","0.8154530801651484","0.8077604884774473","0.8223848969370063"
"22","0.6608090267341924","0.6559325282729538","0.6672417097949013","0.678883032533081","0.6766558503531208","0.6826381059751974","0.6852131591254289","0.6791259344450834","0.699252443933295","0.7472087142579265","0.7360435712896324","0.7542649032010734","0.8177062427059323","0.8140439603190041","0.8236534406747172"
"23","0.6608090267341924","0.6559325282729538","0.6672417097949013","0.678883032533081","0.6766558503531208","0.6826381059751974","0.6852131591254289","0.6791259344450834","0.699252443933295","0.7472087142579265","0.7360435712896324","0.7542649032010734","0.8177062427059323","0.8140439603190041","0.8236534406747172"
