"Step","_name_or_path: prajjwal1/bert-medium - eval/P_err","_name_or_path: prajjwal1/bert-medium - eval/P_err__MIN","_name_or_path: prajjwal1/bert-medium - eval/P_err__MAX","_name_or_path: prajjwal1/bert-mini - eval/P_err","_name_or_path: prajjwal1/bert-mini - eval/P_err__MIN","_name_or_path: prajjwal1/bert-mini - eval/P_err__MAX","_name_or_path: bert-base-cased - eval/P_err","_name_or_path: bert-base-cased - eval/P_err__MIN","_name_or_path: bert-base-cased - eval/P_err__MAX","_name_or_path: prajjwal1/bert-tiny - eval/P_err","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MIN","_name_or_path: prajjwal1/bert-tiny - eval/P_err__MAX"
"22","0.86980042595267","0.8622840690978887","0.879110251450677","0.8855554153038533","0.8795585412667947","0.8926499032882012","0.8933642691415313","0.888631090487239","0.9011600928074246","0.9074005873246287","0.904510556621881","0.9124758220502901"
"23","0.86980042595267","0.8622840690978887","0.879110251450677","0.8855554153038533","0.8795585412667947","0.8926499032882012","0.8933642691415313","0.888631090487239","0.9011600928074246","0.9074005873246287","0.904510556621881","0.9124758220502901"
"26","0.8578586410331085","0.8474167069048768","0.8683693516699411","0.8744092572231935","0.8686624818928054","0.881139489194499","0.8828330206378986","0.8705440900562852","0.8893058161350844","0.9028857200046673","0.8947368421052632","0.9111540318686625"
"27","0.8578586410331085","0.8474167069048768","0.8683693516699411","0.8744092572231935","0.8686624818928054","0.881139489194499","0.8828330206378986","0.8705440900562852","0.8893058161350844","0.9028857200046673","0.8947368421052632","0.9111540318686625"
"30","0.8640835966814852","0.8491646778042959","0.8725536992840095","0.8804709348174242","0.8663484486873508","0.8898592916060165","0.882231598687295","0.869198312236287","0.8917018284106891","0.9093902790660511","0.9024745269286754","0.9170305676855895"
"31","0.8640835966814852","0.8491646778042959","0.8725536992840095","0.8804709348174242","0.8663484486873508","0.8898592916060165","0.882231598687295","0.869198312236287","0.8917018284106891","0.9093902790660511","0.9024745269286754","0.9170305676855895"
"34","0.8634368998807055","0.8584720861900098","0.8683460076045627","0.8861623585316714","0.8807034220532319","0.8961802154750245","0.8839335180055402","0.8767313019390581","0.889196675900277","0.9055139596980519","0.8991185112634672","0.9139733840304183"
"35","0.8634368998807055","0.8584720861900098","0.8683460076045627","0.8861623585316714","0.8807034220532319","0.8961802154750245","0.8839335180055402","0.8767313019390581","0.889196675900277","0.9055139596980519","0.8991185112634672","0.9139733840304183"
"38","0.8641486289227673","0.8548307994114762","0.8789598108747045","0.8842092204378682","0.8724865129965669","0.8997635933806146","0.8815616180620885","0.878645343367827","0.8842897460018815","0.9097723470342505","0.8983451536643026","0.91417361451692"
"39","0.8641486289227673","0.8548307994114762","0.8789598108747045","0.8842092204378682","0.8724865129965669","0.8997635933806146","0.8815616180620885","0.878645343367827","0.8842897460018815","0.9097723470342505","0.8983451536643026","0.91417361451692"
"42","0.8462228245925272","0.835603112840467","0.8608861362553597","0.874755349499391","0.8628404669260701","0.896141019533111","0.875547098001903","0.8691722169362512","0.8801141769743102","0.9057976931761094","0.8925097276264591","0.9161505478799429"
"43","0.8462228245925272","0.835603112840467","0.8608861362553597","0.874755349499391","0.8628404669260701","0.896141019533111","0.875547098001903","0.8691722169362512","0.8801141769743102","0.9057976931761094","0.8925097276264591","0.9161505478799429"
"46","0.8508139492450913","0.8340506934481109","0.8616867469879518","0.8786519852725105","0.8680057388809183","0.8862650602409639","0.8812239221140473","0.8762169680111266","0.8910523875753361","0.9032027795543724","0.9005260640841702","0.9060240963855422"
"47","0.8508139492450913","0.8340506934481109","0.8616867469879518","0.8786519852725105","0.8680057388809183","0.8862650602409639","0.8812239221140473","0.8762169680111266","0.8910523875753361","0.9032027795543724","0.9005260640841702","0.9060240963855422"
"50","0.8402818464332982","0.8272900763358779","0.8579234972677596","0.8767896080059764","0.8711832061068703","0.8797814207650273","0.8732117812061713","0.8672276764843385","0.8840579710144928","0.8965621361910937","0.8912213740458015","0.9041030534351145"
"51","0.8402818464332982","0.8272900763358779","0.8579234972677596","0.8767896080059764","0.8711832061068703","0.8797814207650273","0.8732117812061713","0.8672276764843385","0.8840579710144928","0.8965621361910937","0.8912213740458015","0.9041030534351145"
"54","0.843168118189855","0.8281474389660124","0.855433221637147","0.8789602252718088","0.8731450454763044","0.8872691933916423","0.8737482452035564","0.868039307440337","0.8769302760879738","0.8943607614693283","0.8860698898994734","0.8994734322642413"
"55","0.843168118189855","0.8281474389660124","0.855433221637147","0.8789602252718088","0.8731450454763044","0.8872691933916423","0.8737482452035564","0.868039307440337","0.8769302760879738","0.8943607614693283","0.8860698898994734","0.8994734322642413"
"58","0.8444943711423375","0.8361204013377926","0.853798375537506","0.876789876789877","0.873865265169613","0.8836754643206256","0.8702753149790015","0.8567428838077462","0.8842743817078862","0.8961855348952124","0.8905876731963689","0.9022482893450635"
"59","0.8444943711423375","0.8361204013377926","0.853798375537506","0.876789876789877","0.873865265169613","0.8836754643206256","0.8702753149790015","0.8567428838077462","0.8842743817078862","0.8961855348952124","0.8905876731963689","0.9022482893450635"
"62","0.8526071547100859","0.8318289786223279","0.8707838479809976","0.8742486542666817","0.8703087885985749","0.883349467570184","0.8655075187969924","0.8543233082706767","0.8778195488721805","0.8974979592681418","0.8864608076009501","0.9056147144240078"
"63","0.8526071547100859","0.8318289786223279","0.8707838479809976","0.8742486542666817","0.8703087885985749","0.883349467570184","0.8655075187969924","0.8543233082706767","0.8778195488721805","0.8974979592681418","0.8864608076009501","0.9056147144240078"
"66","0.8401478173585306","0.8282682103232031","0.8477937530986613","0.8676910993649971","0.8601061263868789","0.8780366881507189","0.8753103448275862","0.8593103448275862","0.886896551724138","0.8887206453777718","0.8861553304389773","0.8909271194843827"
"67","0.8401478173585306","0.8282682103232031","0.8477937530986613","0.8676910993649971","0.8601061263868789","0.8780366881507189","0.8753103448275862","0.8593103448275862","0.886896551724138","0.8887206453777718","0.8861553304389773","0.8909271194843827"
"70","0.8437198924770722","0.8288973384030418","0.8534816247582205","0.8742660199601385","0.8645437262357414","0.8830798479087453","0.8603488920320604","0.8500707213578501","0.8661008958038661","0.896266483294232","0.8906844106463878","0.9037717601547389"
"71","0.8437198924770722","0.8288973384030418","0.8534816247582205","0.8742660199601385","0.8645437262357414","0.8830798479087453","0.8603488920320604","0.8500707213578501","0.8661008958038661","0.896266483294232","0.8906844106463878","0.9037717601547389"
"74","0.8369160563512695","0.8259418216499761","0.8472762645914397","0.8686152535862796","0.8597997138769671","0.875","0.8605607476635514","0.8518691588785047","0.8677570093457944","0.8913042812689612","0.8850739151168335","0.8964007782101168"
"75","0.8369160563512695","0.8259418216499761","0.8472762645914397","0.8686152535862796","0.8597997138769671","0.875","0.8605607476635514","0.8518691588785047","0.8677570093457944","0.8913042812689612","0.8850739151168335","0.8964007782101168"
"78","0.8335726603106545","0.825626204238921","0.8439680957128615","0.8629581390702651","0.855009633911368","0.8733798604187437","0.8744525547445254","0.8622262773722628","0.886405109489051","0.890860751080093","0.8877649325626205","0.8958125623130608"
"79","0.8335726603106545","0.825626204238921","0.8439680957128615","0.8629581390702651","0.855009633911368","0.8733798604187437","0.8744525547445254","0.8622262773722628","0.886405109489051","0.890860751080093","0.8877649325626205","0.8958125623130608"
"82","0.8355098778436917","0.8284637134778511","0.8436274509803922","0.8685820812773744","0.8600377002827522","0.8727615457115928","0.8702901888530631","0.8650391524643022","0.878857669276831","0.8924667812459575","0.8857843137254902","0.8986804901036758"
"83","0.8355098778436917","0.8284637134778511","0.8436274509803922","0.8685820812773744","0.8600377002827522","0.8727615457115928","0.8702901888530631","0.8650391524643022","0.878857669276831","0.8924667812459575","0.8857843137254902","0.8986804901036758"
"86","0.834739055421668","0.8171837708830549","0.8498777506112469","0.8638843211511867","0.8520286396181385","0.8777506112469438","0.860734463276836","0.8526365348399246","0.865819209039548","0.8891831173302368","0.8801909307875895","0.8953545232273838"
"87","0.834739055421668","0.8171837708830549","0.8498777506112469","0.8638843211511867","0.8520286396181385","0.8777506112469438","0.860734463276836","0.8526365348399246","0.865819209039548","0.8891831173302368","0.8801909307875895","0.8953545232273838"
"90","0.8301285772895813","0.8171033119130005","0.8403643336529243","0.8622452534112737","0.8576371725160652","0.8681687440076702","0.8568245125348188","0.8472609099350046","0.8644382544103992","0.89134881745829","0.883835887296095","0.8978906999041227"
"91","0.8301285772895813","0.8171033119130005","0.8403643336529243","0.8622452534112737","0.8576371725160652","0.8681687440076702","0.8568245125348188","0.8472609099350046","0.8644382544103992","0.89134881745829","0.883835887296095","0.8978906999041227"
"94","0.8333798762673998","0.8237240075614367","0.8404150197628458","0.863760955490634","0.8591682419659735","0.8742911153119093","0.8572093023255813","0.8520930232558139","0.8641860465116279","0.88712407630177","0.8804347826086957","0.8927865612648221"
"95","0.8333798762673998","0.8237240075614367","0.8404150197628458","0.863760955490634","0.8591682419659735","0.8742911153119093","0.8572093023255813","0.8520930232558139","0.8641860465116279","0.88712407630177","0.8804347826086957","0.8927865612648221"
"98","0.8358971001808041","0.826932195353248","0.8410306271268838","0.8626880699495392","0.8544333807491702","0.8687408847836655","0.8619157797316056","0.8468301712170292","0.8755205923183711","0.8909486924685348","0.8857278330962541","0.8949927078269324"
"99","0.8358971001808041","0.826932195353248","0.8410306271268838","0.8626880699495392","0.8544333807491702","0.8687408847836655","0.8619157797316056","0.8468301712170292","0.8755205923183711","0.8909486924685348","0.8857278330962541","0.8949927078269324"
"102","0.8329122316678483","0.8274231678486997","0.8418514946962392","0.8657480320345788","0.8624113475177305","0.8707810993249758","0.8676252319109462","0.8529684601113172","0.8807977736549165","0.8917636572126817","0.88274231678487","0.896817743490839"
"103","0.8329122316678483","0.8274231678486997","0.8418514946962392","0.8657480320345788","0.8624113475177305","0.8707810993249758","0.8676252319109462","0.8529684601113172","0.8807977736549165","0.8917636572126817","0.88274231678487","0.896817743490839"
"106","0.8261418269230769","0.8120192307692308","0.833984375","0.8534284855769231","0.84716796875","0.8629807692307692","0.8666357308584687","0.8524361948955916","0.8788863109048723","0.8875886418269232","0.8802884615384615","0.89404296875"
"107","0.8261418269230769","0.8120192307692308","0.833984375","0.8534284855769231","0.84716796875","0.8629807692307692","0.8666357308584687","0.8524361948955916","0.8788863109048723","0.8875886418269232","0.8802884615384615","0.89404296875"
"110","0.8273252753482345","0.81875","0.8454810495626822","0.8566400351349331","0.8480769230769231","0.8683187560738581","0.8519795062878435","0.8407079646017699","0.8607359105728924","0.8839409994767138","0.8721153846153846","0.8926141885325559"
"111","0.8273252753482345","0.81875","0.8454810495626822","0.8566400351349331","0.8480769230769231","0.8683187560738581","0.8519795062878435","0.8407079646017699","0.8607359105728924","0.8839409994767138","0.8721153846153846","0.8926141885325559"
"114","0.8267343503168662","0.8179133858267716","0.8371062992125984","0.8544967176234118","0.8496487119437939","0.8626968503937008","0.8539741219963032","0.838724584103512","0.8655268022181146","0.8845129912039683","0.8774606299212598","0.8912401574803149"
"115","0.8267343503168662","0.8179133858267716","0.8371062992125984","0.8544967176234118","0.8496487119437939","0.8626968503937008","0.8539741219963032","0.838724584103512","0.8655268022181146","0.8845129912039683","0.8774606299212598","0.8912401574803149"
"118","0.8302843386006481","0.8235014272121789","0.8406862745098039","0.8588600026118917","0.8430066603235015","0.8764705882352941","0.8586445366528356","0.8524665744582757","0.863992623328723","0.888146023395086","0.8824928639391056","0.8920076117982874"
"119","0.8302843386006481","0.8235014272121789","0.8406862745098039","0.8588600026118917","0.8430066603235015","0.8764705882352941","0.8586445366528356","0.8524665744582757","0.863992623328723","0.888146023395086","0.8824928639391056","0.8920076117982874"
"122","0.8297593940578728","0.8203677510608204","0.8414634146341463","0.8569035314681294","0.8481848184818481","0.8665723715228666","0.8473067915690866","0.8374707259953161","0.8562060889929742","0.8881303572865997","0.8764733616218765","0.8990243902439025"
"123","0.8297593940578728","0.8203677510608204","0.8414634146341463","0.8569035314681294","0.8481848184818481","0.8665723715228666","0.8473067915690866","0.8374707259953161","0.8562060889929742","0.8881303572865997","0.8764733616218765","0.8990243902439025"
"126","0.8277452049259284","0.8139312977099237","0.8373091603053435","0.8561083714262123","0.8515240904621435","0.8625954198473282","0.8499768625636278","0.8389634428505321","0.8621008792225822","0.8831284199148822","0.8790560471976401","0.8869274809160306"
"127","0.8277452049259284","0.8139312977099237","0.8373091603053435","0.8561083714262123","0.8515240904621435","0.8625954198473282","0.8499768625636278","0.8389634428505321","0.8621008792225822","0.8831284199148822","0.8790560471976401","0.8869274809160306"
"130","0.8244602121625162","0.8164829899377096","0.8339805825242719","0.854566177120501","0.8476281744130331","0.8650485436893204","0.840568720379147","0.8308056872037914","0.8459715639810427","0.8846920139001959","0.8773358888356493","0.8917105893627216"
"131","0.8244602121625162","0.8164829899377096","0.8339805825242719","0.854566177120501","0.8476281744130331","0.8650485436893204","0.840568720379147","0.8308056872037914","0.8459715639810427","0.8846920139001959","0.8773358888356493","0.8917105893627216"
"134","0.8268729793619051","0.8095693779904306","0.8521160247265811","0.8559299428704039","0.8421052631578947","0.8730385164051355","0.8451553082985628","0.837737598516458","0.8604543347241539","0.8845735984365011","0.876555023923445","0.9006181645268664"
"135","0.8268729793619051","0.8095693779904306","0.8521160247265811","0.8559299428704039","0.8421052631578947","0.8730385164051355","0.8451553082985628","0.837737598516458","0.8604543347241539","0.8845735984365011","0.876555023923445","0.9006181645268664"
"138","0.8224338581095437","0.8176555716353111","0.8349561830574489","0.8508911582168099","0.8465991316931982","0.8617332035053554","0.8425691514299111","0.8345053914674168","0.8462259728082513","0.8795621452805135","0.8668596237337193","0.887049659201558"
"139","0.8224338581095437","0.8176555716353111","0.8349561830574489","0.8508911582168099","0.8465991316931982","0.8617332035053554","0.8425691514299111","0.8345053914674168","0.8462259728082513","0.8795621452805135","0.8668596237337193","0.887049659201558"
"142","0.8269163730608883","0.8107597923548844","0.8390750353940538","0.8495582232769632","0.8395469561113733","0.8593676262387919","0.8423908045977011","0.832183908045977","0.8496551724137931","0.8788791859578096","0.8701684836471755","0.8867390278433224"
"143","0.8269163730608883","0.8107597923548844","0.8390750353940538","0.8495582232769632","0.8395469561113733","0.8593676262387919","0.8423908045977011","0.832183908045977","0.8496551724137931","0.8788791859578096","0.8701684836471755","0.8867390278433224"
"146","0.821608723513067","0.7921267402784445","0.840523509452254","0.8521772053572197","0.8362938070091215","0.8613669413475521","0.8369818351187703","0.8211457848160224","0.8462971588262692","0.880489496836217","0.8727796447431589","0.8899660688317983"
"147","0.821608723513067","0.7921267402784445","0.840523509452254","0.8521772053572197","0.8362938070091215","0.8613669413475521","0.8369818351187703","0.8211457848160224","0.8462971588262692","0.880489496836217","0.8727796447431589","0.8899660688317983"
"150","0.8189395134938655","0.813640730067243","0.8318924111431316","0.8497355347382858","0.8410182516810759","0.8559077809798271","0.8334739803094233","0.823722456633849","0.8476324425691515","0.8765091533272956","0.8722249629995067","0.8815984213122842"
"151","0.8189395134938655","0.813640730067243","0.8318924111431316","0.8497355347382858","0.8410182516810759","0.8559077809798271","0.8334739803094233","0.823722456633849","0.8476324425691515","0.8765091533272956","0.8722249629995067","0.8815984213122842"
"154","0.8211434386675184","0.8144884973078805","0.8355359765051396","0.848291396002887","0.8427495291902072","0.8521781693587861","0.8379971923256904","0.8207767898923725","0.8479176415535798","0.8797149422998748","0.876647834274953","0.8846516007532956"
"155","0.8211434386675184","0.8144884973078805","0.8355359765051396","0.848291396002887","0.8427495291902072","0.8521781693587861","0.8379971923256904","0.8207767898923725","0.8479176415535798","0.8797149422998748","0.876647834274953","0.8846516007532956"
"158","0.819681479700935","0.8166342412451362","0.8258754863813229","0.8494400042065411","0.8388030888030888","0.8547297297297297","0.8372723026623075","0.8257823446987389","0.844465203176086","0.8785781890840256","0.8740272373540856","0.8822393822393823"
"159","0.819681479700935","0.8166342412451362","0.8258754863813229","0.8494400042065411","0.8388030888030888","0.8547297297297297","0.8372723026623075","0.8257823446987389","0.844465203176086","0.8785781890840256","0.8740272373540856","0.8822393822393823"
"162","0.8122043853910098","0.7939453125","0.825615763546798","0.8425174145628078","0.83740234375","0.8453201970443349","0.8376448771441819","0.8289290681502086","0.8544274455261938","0.874083089593596","0.86572265625","0.8812807881773399"
"163","0.8122043853910098","0.7939453125","0.825615763546798","0.8425174145628078","0.83740234375","0.8453201970443349","0.8376448771441819","0.8289290681502086","0.8544274455261938","0.874083089593596","0.86572265625","0.8812807881773399"
"166","0.8206498626321931","0.8047024952015355","0.8267754318618042","0.8458479169018854","0.836852207293666","0.8549019607843137","0.8450899031811895","0.8335638543107423","0.855693868142001","0.8789736931240826","0.8733205374280231","0.8877450980392156"
"167","0.8206498626321931","0.8047024952015355","0.8267754318618042","0.8458479169018854","0.836852207293666","0.8549019607843137","0.8450899031811895","0.8335638543107423","0.855693868142001","0.8789736931240826","0.8733205374280231","0.8877450980392156"
"170","0.8178717602106961","0.8013371537726839","0.826647564469914","0.8416541827199673","0.8385864374403056","0.8447946513849093","0.8363131079203334","0.8314034275127373","0.840666975451598","0.8777441121487438","0.8720152817574021","0.8849092645654251"
"171","0.8178717602106961","0.8013371537726839","0.826647564469914","0.8416541827199673","0.8385864374403056","0.8447946513849093","0.8363131079203334","0.8314034275127373","0.840666975451598","0.8777441121487438","0.8720152817574021","0.8849092645654251"
"174","0.8224086781690834","0.8123818525519849","0.8314065510597303","0.849505374229196","0.8360113421550095","0.8631984585741811","0.8360427310729216","0.8258244310264746","0.8495123084068741","0.8770722015217574","0.8700378071833649","0.8810211946050096"
"175","0.8224086781690834","0.8123818525519849","0.8314065510597303","0.849505374229196","0.8360113421550095","0.8631984585741811","0.8360427310729216","0.8258244310264746","0.8495123084068741","0.8770722015217574","0.8700378071833649","0.8810211946050096"
"178","0.8247966108682414","0.8136234626300851","0.8306527909176916","0.852825967603476","0.8443708609271523","0.859141341051616","0.8357011070110701","0.8311808118081181","0.841789667896679","0.8816940882025557","0.8774834437086093","0.889049686444766"
"179","0.8247966108682414","0.8136234626300851","0.8306527909176916","0.852825967603476","0.8443708609271523","0.859141341051616","0.8357011070110701","0.8311808118081181","0.841789667896679","0.8816940882025557","0.8774834437086093","0.889049686444766"
"182","0.8193165232094413","0.8059483178937104","0.8389423076923077","0.8476631005513257","0.8376401755241345","0.8605769230769231","0.82945301542777","0.8232819074333801","0.8359046283309958","0.8771694858042981","0.871282301316431","0.8879807692307692"
"183","0.8193165232094413","0.8059483178937104","0.8389423076923077","0.8476631005513257","0.8376401755241345","0.8605769230769231","0.82945301542777","0.8232819074333801","0.8359046283309958","0.8771694858042981","0.871282301316431","0.8879807692307692"
"186","0.8222811323842251","0.809047619047619","0.8404761904761905","0.8417849779086893","0.8266666666666667","0.8576190476190476","0.8401473296500921","0.828268876611418","0.8512891344383057","0.8764506627393225","0.8689248895434463","0.8876190476190476"
"187","0.8222811323842251","0.809047619047619","0.8404761904761905","0.8417849779086893","0.8266666666666667","0.8576190476190476","0.8401473296500921","0.828268876611418","0.8512891344383057","0.8764506627393225","0.8689248895434463","0.8876190476190476"
"190","0.8238213506269393","0.8185273159144894","0.8335759340126152","0.8523030468570824","0.847980997624703","0.8626880155264435","0.8286919831223629","0.819971870604782","0.837318330989217","0.8811166315731243","0.8760095011876484","0.8893740902474527"
"191","0.8238213506269393","0.8185273159144894","0.8335759340126152","0.8523030468570824","0.847980997624703","0.8626880155264435","0.8286919831223629","0.819971870604782","0.837318330989217","0.8811166315731243","0.8760095011876484","0.8893740902474527"
"194","0.8129589994553656","0.8003829583532791","0.8271900430828147","0.841941107353773","0.8319770224988032","0.8511249401627573","0.8291079812206572","0.8173708920187793","0.8384976525821597","0.8740894092327498","0.8663101604278075","0.8817616084250838"
"195","0.8129589994553656","0.8003829583532791","0.8271900430828147","0.841941107353773","0.8319770224988032","0.8511249401627573","0.8291079812206572","0.8173708920187793","0.8384976525821597","0.8740894092327498","0.8663101604278075","0.8817616084250838"
"198","0.8181576293950695","0.8005766458433445","0.8325171400587659","0.8426686860880661","0.8370975492551658","0.8491674828599413","0.8288765088207984","0.8133704735376044","0.8375116063138347","0.8778182436022763","0.8726573762614128","0.8863858961802155"
"199","0.8181576293950695","0.8005766458433445","0.8325171400587659","0.8426686860880661","0.8370975492551658","0.8491674828599413","0.8288765088207984","0.8133704735376044","0.8375116063138347","0.8778182436022763","0.8726573762614128","0.8863858961802155"
"202","0.8263653011658976","0.8160749506903353","0.8393274170948155","0.8509997356025453","0.8357988165680473","0.8678187762727697","0.8305594734367656","0.8171133051245887","0.8363892806770099","0.8753096536393343","0.8653846153846154","0.8855674918262494"
"203","0.8263653011658976","0.8160749506903353","0.8393274170948155","0.8509997356025453","0.8357988165680473","0.8678187762727697","0.8305594734367656","0.8171133051245887","0.8363892806770099","0.8753096536393343","0.8653846153846154","0.8855674918262494"
"206","0.814836675430005","0.8057416267942583","0.8241919686581782","0.848437079699516","0.842311459353575","0.8521531100478469","0.8280799628079963","0.8145048814504882","0.8442584844258485","0.8722961352272142","0.8665071770334928","0.8784688995215311"
"207","0.814836675430005","0.8057416267942583","0.8241919686581782","0.848437079699516","0.842311459353575","0.8521531100478469","0.8280799628079963","0.8145048814504882","0.8442584844258485","0.8722961352272142","0.8665071770334928","0.8784688995215311"
"210","0.8127189839146362","0.8031496062992126","0.8218503937007874","0.8433337032703688","0.8351377952755905","0.8480649784997611","0.8424875170222424","0.8365864729913755","0.8588288697231048","0.8723391808465413","0.8646653543307087","0.8757763975155279"
"211","0.8127189839146362","0.8031496062992126","0.8218503937007874","0.8433337032703688","0.8351377952755905","0.8480649784997611","0.8424875170222424","0.8365864729913755","0.8588288697231048","0.8723391808465413","0.8646653543307087","0.8757763975155279"
"214","0.8222014669642427","0.8164464023494861","0.825619448340346","0.8459451388416918","0.8382421692379617","0.8590308370044053","0.8251396648044691","0.819366852886406","0.8337988826815642","0.87553064924598","0.8722466960352423","0.8831229546517064"
"215","0.8222014669642427","0.8164464023494861","0.825619448340346","0.8459451388416918","0.8382421692379617","0.8590308370044053","0.8251396648044691","0.819366852886406","0.8337988826815642","0.87553064924598","0.8722466960352423","0.8831229546517064"
"218","0.8171495574080652","0.8089294287085934","0.8329332693230918","0.8483986237038552","0.8448030374940674","0.8545367258761402","0.8290909090909091","0.8214452214452215","0.8424242424242424","0.8769965282722406","0.8737541528239203","0.8785405664906385"
"219","0.8171495574080652","0.8089294287085934","0.8329332693230918","0.8483986237038552","0.8448030374940674","0.8545367258761402","0.8290909090909091","0.8214452214452215","0.8424242424242424","0.8769965282722406","0.8737541528239203","0.8785405664906385"
"222","0.8144429295193825","0.8016022620169652","0.8327049952874647","0.8455749750647403","0.8336475023562677","0.8567961165048543","0.8225116279069766","0.8153488372093023","0.8283720930232559","0.8735024660743207","0.8638077285579642","0.887378640776699"
"223","0.8144429295193825","0.8016022620169652","0.8327049952874647","0.8455749750647403","0.8336475023562677","0.8567961165048543","0.8225116279069766","0.8153488372093023","0.8283720930232559","0.8735024660743207","0.8638077285579642","0.887378640776699"
"226","0.8162029497249921","0.7860861334595362","0.8301886792452831","0.8444930145382867","0.828679602460956","0.8529269472665699","0.8294172062904718","0.8200740055504163","0.8330249768732655","0.8732002753933479","0.8665404637955514","0.8840511121628017"
"227","0.8162029497249921","0.7860861334595362","0.8301886792452831","0.8444930145382867","0.828679602460956","0.8529269472665699","0.8294172062904718","0.8200740055504163","0.8330249768732655","0.8732002753933479","0.8665404637955514","0.8840511121628017"
"230","0.8172606885656829","0.8003820439350525","0.8261700095510984","0.8464826010979577","0.8357211079274116","0.8562559694364852","0.8316176470588236","0.8226102941176471","0.8368566176470589","0.8726587486480127","0.8672397325692455","0.8839541547277937"
"231","0.8172606885656829","0.8003820439350525","0.8261700095510984","0.8464826010979577","0.8357211079274116","0.8562559694364852","0.8316176470588236","0.8226102941176471","0.8368566176470589","0.8726587486480127","0.8672397325692455","0.8839541547277937"
"234","0.8152293840065042","0.806282722513089","0.8234435797665369","0.8450879421879891","0.8372203712517848","0.8521400778210116","0.8245030050855293","0.8136846971798428","0.8358760980120203","0.8752924306935552","0.8686339838172299","0.8833888624464541"
"235","0.8152293840065042","0.806282722513089","0.8234435797665369","0.8450879421879891","0.8372203712517848","0.8521400778210116","0.8245030050855293","0.8136846971798428","0.8358760980120203","0.8752924306935552","0.8686339838172299","0.8833888624464541"
"238","0.8216573997165653","0.814797580269893","0.8268962308050256","0.8505656254119307","0.841540711847879","0.855746859004188","0.8258215962441314","0.8173708920187793","0.8333333333333334","0.8778268168224923","0.8693320331545588","0.8841321544904607"
"239","0.8216573997165653","0.814797580269893","0.8268962308050256","0.8505656254119307","0.841540711847879","0.855746859004188","0.8258215962441314","0.8173708920187793","0.8333333333333334","0.8778268168224923","0.8693320331545588","0.8841321544904607"
